geoid_o,geoid_d,lng_o,lat_o,lng_d,lat_d,date_range,visitor_flows,pop_flows,policy,policy_type
51,9,-78.66634949,37.5108731,-72.73825768,41.57516415,03/30/20 - 04/05/20,294,6924,1,Shelter in Place
51,10,-78.66634949,37.5108731,-75.45249263,38.99497529,03/30/20 - 04/05/20,550,12954,1,Shelter in Place
51,11,-78.66634949,37.5108731,-77.0162909,38.90477389,03/30/20 - 04/05/20,10045,236604,1,Shelter in Place
51,12,-78.66634949,37.5108731,-82.46641839,28.47705841,03/30/20 - 04/05/20,2265,53350,1,Shelter in Place
51,13,-78.66634949,37.5108731,-83.42714021,32.63861711,03/30/20 - 04/05/20,1853,43646,1,Shelter in Place
51,15,-78.66634949,37.5108731,-158.1099738,20.9951112,03/30/20 - 04/05/20,20,471,1,Shelter in Place
51,16,-78.66634949,37.5108731,-114.659414,44.38905509,03/30/20 - 04/05/20,125,2944,1,Shelter in Place
51,17,-78.66634949,37.5108731,-89.14863899,40.12420083,03/30/20 - 04/05/20,1049,24708,1,Shelter in Place
51,18,-78.66634949,37.5108731,-86.28183839,39.91986962,03/30/20 - 04/05/20,776,18278,1,Shelter in Place
51,19,-78.66634949,37.5108731,-93.50009012,42.07464833,03/30/20 - 04/05/20,322,7584,1,Shelter in Place
51,20,-78.66634949,37.5108731,-98.3801554,38.48472707,03/30/20 - 04/05/20,204,4805,1,Shelter in Place
51,21,-78.66634949,37.5108731,-85.29055223,37.52661417,03/30/20 - 04/05/20,1669,39312,1,Shelter in Place
51,22,-78.66634949,37.5108731,-91.81423318,30.9090729,03/30/20 - 04/05/20,393,9256,1,Shelter in Place
51,23,-78.66634949,37.5108731,-69.20275986,45.27432853,03/30/20 - 04/05/20,94,2214,1,Shelter in Place
51,24,-78.66634949,37.5108731,-76.68717734,38.94649396,03/30/20 - 04/05/20,13920,327877,1,Shelter in Place
51,25,-78.66634949,37.5108731,-71.50397204,42.16009327,03/30/20 - 04/05/20,383,9021,1,Shelter in Place
51,26,-78.66634949,37.5108731,-85.73095291,44.8747736,03/30/20 - 04/05/20,557,13119,1,Shelter in Place
51,27,-78.66634949,37.5108731,-94.1983056,46.34911038,03/30/20 - 04/05/20,187,4404,1,Shelter in Place
51,28,-78.66634949,37.5108731,-89.65335941,32.71289227,03/30/20 - 04/05/20,268,6312,1,Shelter in Place
51,29,-78.66634949,37.5108731,-92.4774252,38.36763044,03/30/20 - 04/05/20,650,15310,1,Shelter in Place
51,30,-78.66634949,37.5108731,-109.645207,47.03342111,03/30/20 - 04/05/20,74,1743,1,Shelter in Place
51,31,-78.66634949,37.5108731,-99.81085586,41.52715113,03/30/20 - 04/05/20,198,4663,1,Shelter in Place
51,32,-78.66634949,37.5108731,-116.6552487,39.35618587,03/30/20 - 04/05/20,159,3745,1,Shelter in Place
51,33,-78.66634949,37.5108731,-71.57124317,43.68023706,03/30/20 - 04/05/20,62,1460,1,Shelter in Place
51,34,-78.66634949,37.5108731,-74.65561231,40.11017985,03/30/20 - 04/05/20,1215,28618,1,Shelter in Place
51,35,-78.66634949,37.5108731,-106.1084439,34.42130099,03/30/20 - 04/05/20,298,7019,1,Shelter in Place
51,36,-78.66634949,37.5108731,-75.59654322,42.92123355,03/30/20 - 04/05/20,1047,24661,1,Shelter in Place
51,37,-78.66634949,37.5108731,-79.13090892,35.52603039,03/30/20 - 04/05/20,12886,303522,1,Shelter in Place
51,38,-78.66634949,37.5108731,-100.4693908,47.44631042,03/30/20 - 04/05/20,57,1342,1,Shelter in Place
51,39,-78.66634949,37.5108731,-82.70937701,40.41548691,03/30/20 - 04/05/20,1721,40537,1,Shelter in Place
51,40,-78.66634949,37.5108731,-97.50822793,35.58346465,03/30/20 - 04/05/20,431,10151,1,Shelter in Place
51,41,-78.66634949,37.5108731,-120.6052563,43.94045139,03/30/20 - 04/05/20,113,2661,1,Shelter in Place
51,42,-78.66634949,37.5108731,-77.83893801,40.89670051,03/30/20 - 04/05/20,3371,79401,1,Shelter in Place
51,44,-78.66634949,37.5108731,-71.52472356,41.5946389,03/30/20 - 04/05/20,53,1248,1,Shelter in Place
51,45,-78.66634949,37.5108731,-80.86459716,33.87785607,03/30/20 - 04/05/20,2084,49087,1,Shelter in Place
51,46,-78.66634949,37.5108731,-100.2033536,44.44664208,03/30/20 - 04/05/20,68,1601,1,Shelter in Place
51,47,-78.66634949,37.5108731,-86.34341233,35.84298014,03/30/20 - 04/05/20,8021,188929,1,Shelter in Place
51,48,-78.66634949,37.5108731,-99.31712097,31.44721219,03/30/20 - 04/05/20,2245,52879,1,Shelter in Place
51,49,-78.66634949,37.5108731,-111.67825,39.32376871,03/30/20 - 04/05/20,254,5982,1,Shelter in Place
51,51,-78.66634949,37.5108731,-78.66634949,37.5108731,03/30/20 - 04/05/20,1642527,38688749,1,Shelter in Place
51,53,-78.66634949,37.5108731,-120.5928999,47.41163922,03/30/20 - 04/05/20,170,4004,1,Shelter in Place
51,54,-78.66634949,37.5108731,-80.6137069,38.6425671,03/30/20 - 04/05/20,4445,104699,1,Shelter in Place
51,55,-78.66634949,37.5108731,-89.73293306,44.63994411,03/30/20 - 04/05/20,460,10835,1,Shelter in Place
51,56,-78.66634949,37.5108731,-107.5513942,42.99953746,03/30/20 - 04/05/20,149,3509,1,Shelter in Place
51,72,-78.66634949,37.5108731,-66.41466678,18.21569834,03/30/20 - 04/05/20,8,188,1,Shelter in Place
51,50,-78.66634949,37.5108731,-72.66263037,44.07524823,03/30/20 - 04/05/20,34,800,1,Shelter in Place
1,51,-86.844521,32.75687994,-78.66634949,37.5108731,03/30/20 - 04/05/20,1073,14572,1,Shelter in Place
2,51,-151.2505488,63.78846948,-78.66634949,37.5108731,03/30/20 - 04/05/20,8,271,1,Shelter in Place
4,51,-111.6644603,34.29309519,-78.66634949,37.5108731,03/30/20 - 04/05/20,283,6313,1,Shelter in Place
5,51,-92.43923686,34.89977242,-78.66634949,37.5108731,03/30/20 - 04/05/20,608,9200,1,Shelter in Place
6,51,-119.6638459,37.21530826,-78.66634949,37.5108731,03/30/20 - 04/05/20,890,27020,1,Shelter in Place
8,51,-105.5478211,38.9985316,-78.66634949,37.5108731,03/30/20 - 04/05/20,215,5035,1,Shelter in Place
9,51,-72.73825768,41.57516415,-78.66634949,37.5108731,03/30/20 - 04/05/20,388,11434,1,Shelter in Place
10,51,-75.45249263,38.99497529,-78.66634949,37.5108731,03/30/20 - 04/05/20,533,12630,1,Shelter in Place
12,51,-82.46641839,28.47705841,-78.66634949,37.5108731,03/30/20 - 04/05/20,4050,70815,1,Shelter in Place
13,51,-83.42714021,32.63861711,-78.66634949,37.5108731,03/30/20 - 04/05/20,3409,59108,1,Shelter in Place
15,51,-158.1099738,20.9951112,-78.66634949,37.5108731,03/30/20 - 04/05/20,63,1734,1,Shelter in Place
16,51,-114.659414,44.38905509,-78.66634949,37.5108731,03/30/20 - 04/05/20,32,767,1,Shelter in Place
17,51,-89.14863899,40.12420083,-78.66634949,37.5108731,03/30/20 - 04/05/20,1443,30496,1,Shelter in Place
18,51,-86.28183839,39.91986962,-78.66634949,37.5108731,03/30/20 - 04/05/20,1005,19572,1,Shelter in Place
19,51,-93.50009012,42.07464833,-78.66634949,37.5108731,03/30/20 - 04/05/20,244,4002,1,Shelter in Place
20,51,-98.3801554,38.48472707,-78.66634949,37.5108731,03/30/20 - 04/05/20,265,4010,1,Shelter in Place
21,51,-85.29055223,37.52661417,-78.66634949,37.5108731,03/30/20 - 04/05/20,1209,23646,1,Shelter in Place
22,51,-91.81423318,30.9090729,-78.66634949,37.5108731,03/30/20 - 04/05/20,401,7002,1,Shelter in Place
23,51,-69.20275986,45.27432853,-78.66634949,37.5108731,03/30/20 - 04/05/20,438,14636,1,Shelter in Place
24,51,-76.68717734,38.94649396,-78.66634949,37.5108731,03/30/20 - 04/05/20,23675,626891,1,Shelter in Place
25,51,-71.50397204,42.16009327,-78.66634949,37.5108731,03/30/20 - 04/05/20,524,16860,1,Shelter in Place
26,51,-85.73095291,44.8747736,-78.66634949,37.5108731,03/30/20 - 04/05/20,648,15497,1,Shelter in Place
27,51,-94.1983056,46.34911038,-78.66634949,37.5108731,03/30/20 - 04/05/20,292,6356,1,Shelter in Place
28,51,-89.65335941,32.71289227,-78.66634949,37.5108731,03/30/20 - 04/05/20,412,6461,1,Shelter in Place
29,51,-92.4774252,38.36763044,-78.66634949,37.5108731,03/30/20 - 04/05/20,567,9858,1,Shelter in Place
30,51,-109.645207,47.03342111,-78.66634949,37.5108731,03/30/20 - 04/05/20,17,493,1,Shelter in Place
31,51,-99.81085586,41.52715113,-78.66634949,37.5108731,03/30/20 - 04/05/20,114,1857,1,Shelter in Place
32,51,-116.6552487,39.35618587,-78.66634949,37.5108731,03/30/20 - 04/05/20,86,1968,1,Shelter in Place
33,51,-71.57124317,43.68023706,-78.66634949,37.5108731,03/30/20 - 04/05/20,155,4142,1,Shelter in Place
34,51,-74.65561231,40.11017985,-78.66634949,37.5108731,03/30/20 - 04/05/20,1815,47309,1,Shelter in Place
35,51,-106.1084439,34.42130099,-78.66634949,37.5108731,03/30/20 - 04/05/20,80,2196,1,Shelter in Place
36,51,-75.59654322,42.92123355,-78.66634949,37.5108731,03/30/20 - 04/05/20,2300,67095,1,Shelter in Place
37,51,-79.13090892,35.52603039,-78.66634949,37.5108731,03/30/20 - 04/05/20,24188,475472,1,Shelter in Place
38,51,-100.4693908,47.44631042,-78.66634949,37.5108731,03/30/20 - 04/05/20,33,646,1,Shelter in Place
39,51,-82.70937701,40.41548691,-78.66634949,37.5108731,03/30/20 - 04/05/20,1811,36091,1,Shelter in Place
40,51,-97.50822793,35.58346465,-78.66634949,37.5108731,03/30/20 - 04/05/20,306,4666,1,Shelter in Place
41,51,-120.6052563,43.94045139,-78.66634949,37.5108731,03/30/20 - 04/05/20,90,2414,1,Shelter in Place
42,51,-77.83893801,40.89670051,-78.66634949,37.5108731,03/30/20 - 04/05/20,4577,116274,1,Shelter in Place
44,51,-71.52472356,41.5946389,-78.66634949,37.5108731,03/30/20 - 04/05/20,109,3203,1,Shelter in Place
45,51,-80.86459716,33.87785607,-78.66634949,37.5108731,03/30/20 - 04/05/20,2307,39230,1,Shelter in Place
46,51,-100.2033536,44.44664208,-78.66634949,37.5108731,03/30/20 - 04/05/20,44,895,1,Shelter in Place
47,51,-86.34341233,35.84298014,-78.66634949,37.5108731,03/30/20 - 04/05/20,8010,139281,1,Shelter in Place
48,51,-99.31712097,31.44721219,-78.66634949,37.5108731,03/30/20 - 04/05/20,2722,46484,1,Shelter in Place
49,51,-111.67825,39.32376871,-78.66634949,37.5108731,03/30/20 - 04/05/20,143,3217,1,Shelter in Place
50,51,-72.66263037,44.07524823,-78.66634949,37.5108731,03/30/20 - 04/05/20,63,2441,1,Shelter in Place
51,51,-78.66634949,37.5108731,-78.66634949,37.5108731,03/30/20 - 04/05/20,1642527,38688749,1,Shelter in Place
53,51,-120.5928999,47.41163922,-78.66634949,37.5108731,03/30/20 - 04/05/20,174,4687,1,Shelter in Place
54,51,-80.6137069,38.6425671,-78.66634949,37.5108731,03/30/20 - 04/05/20,13204,314400,1,Shelter in Place
55,51,-89.73293306,44.63994411,-78.66634949,37.5108731,03/30/20 - 04/05/20,733,16661,1,Shelter in Place
56,51,-107.5513942,42.99953746,-78.66634949,37.5108731,03/30/20 - 04/05/20,24,584,1,Shelter in Place
11,51,-77.0162909,38.90477389,-78.66634949,37.5108731,03/30/20 - 04/05/20,4635,147553,1,Shelter in Place
72,51,-66.41466678,18.21569834,-78.66634949,37.5108731,03/30/20 - 04/05/20,20,1527,1,Shelter in Place
51,1,-78.66634949,37.5108731,-86.844521,32.75687994,04/06/20 - 04/12/20,651,15024,0,NON
51,4,-78.66634949,37.5108731,-111.6644603,34.29309519,04/06/20 - 04/12/20,398,9185,0,NON
51,5,-78.66634949,37.5108731,-92.43923686,34.89977242,04/06/20 - 04/12/20,348,8031,0,NON
51,6,-78.66634949,37.5108731,-119.6638459,37.21530826,04/06/20 - 04/12/20,698,16108,0,NON
51,8,-78.66634949,37.5108731,-105.5478211,38.9985316,04/06/20 - 04/12/20,240,5538,0,NON
51,9,-78.66634949,37.5108731,-72.73825768,41.57516415,04/06/20 - 04/12/20,327,7546,0,NON
51,10,-78.66634949,37.5108731,-75.45249263,38.99497529,04/06/20 - 04/12/20,420,9692,0,NON
51,11,-78.66634949,37.5108731,-77.0162909,38.90477389,04/06/20 - 04/12/20,9018,208121,0,NON
51,12,-78.66634949,37.5108731,-82.46641839,28.47705841,04/06/20 - 04/12/20,1493,34456,0,NON
51,13,-78.66634949,37.5108731,-83.42714021,32.63861711,04/06/20 - 04/12/20,1756,40525,0,NON
51,15,-78.66634949,37.5108731,-158.1099738,20.9951112,04/06/20 - 04/12/20,16,369,0,NON
51,16,-78.66634949,37.5108731,-114.659414,44.38905509,04/06/20 - 04/12/20,64,1477,0,NON
51,17,-78.66634949,37.5108731,-89.14863899,40.12420083,04/06/20 - 04/12/20,785,18116,0,NON
51,18,-78.66634949,37.5108731,-86.28183839,39.91986962,04/06/20 - 04/12/20,904,20862,0,NON
51,19,-78.66634949,37.5108731,-93.50009012,42.07464833,04/06/20 - 04/12/20,265,6115,0,NON
51,20,-78.66634949,37.5108731,-98.3801554,38.48472707,04/06/20 - 04/12/20,134,3092,0,NON
51,21,-78.66634949,37.5108731,-85.29055223,37.52661417,04/06/20 - 04/12/20,1511,34871,0,NON
51,22,-78.66634949,37.5108731,-91.81423318,30.9090729,04/06/20 - 04/12/20,261,6023,0,NON
51,23,-78.66634949,37.5108731,-69.20275986,45.27432853,04/06/20 - 04/12/20,57,1315,0,NON
51,24,-78.66634949,37.5108731,-76.68717734,38.94649396,04/06/20 - 04/12/20,13577,313336,0,NON
51,25,-78.66634949,37.5108731,-71.50397204,42.16009327,04/06/20 - 04/12/20,314,7246,0,NON
51,26,-78.66634949,37.5108731,-85.73095291,44.8747736,04/06/20 - 04/12/20,455,10500,0,NON
51,27,-78.66634949,37.5108731,-94.1983056,46.34911038,04/06/20 - 04/12/20,130,3000,0,NON
51,28,-78.66634949,37.5108731,-89.65335941,32.71289227,04/06/20 - 04/12/20,258,5954,0,NON
51,29,-78.66634949,37.5108731,-92.4774252,38.36763044,04/06/20 - 04/12/20,500,11539,0,NON
51,30,-78.66634949,37.5108731,-109.645207,47.03342111,04/06/20 - 04/12/20,74,1707,0,NON
51,31,-78.66634949,37.5108731,-99.81085586,41.52715113,04/06/20 - 04/12/20,214,4938,0,NON
51,32,-78.66634949,37.5108731,-116.6552487,39.35618587,04/06/20 - 04/12/20,174,4015,0,NON
51,33,-78.66634949,37.5108731,-71.57124317,43.68023706,04/06/20 - 04/12/20,139,3207,0,NON
51,34,-78.66634949,37.5108731,-74.65561231,40.11017985,04/06/20 - 04/12/20,1053,24301,0,NON
51,35,-78.66634949,37.5108731,-106.1084439,34.42130099,04/06/20 - 04/12/20,209,4823,0,NON
51,36,-78.66634949,37.5108731,-75.59654322,42.92123355,04/06/20 - 04/12/20,928,21416,0,NON
51,37,-78.66634949,37.5108731,-79.13090892,35.52603039,04/06/20 - 04/12/20,13800,318482,0,NON
51,38,-78.66634949,37.5108731,-100.4693908,47.44631042,04/06/20 - 04/12/20,36,830,0,NON
51,39,-78.66634949,37.5108731,-82.70937701,40.41548691,04/06/20 - 04/12/20,1411,32563,0,NON
51,40,-78.66634949,37.5108731,-97.50822793,35.58346465,04/06/20 - 04/12/20,384,8862,0,NON
51,41,-78.66634949,37.5108731,-120.6052563,43.94045139,04/06/20 - 04/12/20,185,4269,0,NON
51,42,-78.66634949,37.5108731,-77.83893801,40.89670051,04/06/20 - 04/12/20,2901,66950,0,NON
51,45,-78.66634949,37.5108731,-80.86459716,33.87785607,04/06/20 - 04/12/20,1890,43618,0,NON
51,46,-78.66634949,37.5108731,-100.2033536,44.44664208,04/06/20 - 04/12/20,71,1638,0,NON
51,47,-78.66634949,37.5108731,-86.34341233,35.84298014,04/06/20 - 04/12/20,7767,179250,0,NON
51,48,-78.66634949,37.5108731,-99.31712097,31.44721219,04/06/20 - 04/12/20,1351,31179,0,NON
51,49,-78.66634949,37.5108731,-111.67825,39.32376871,04/06/20 - 04/12/20,176,4061,0,NON
51,50,-78.66634949,37.5108731,-72.66263037,44.07524823,04/06/20 - 04/12/20,40,923,0,NON
51,51,-78.66634949,37.5108731,-78.66634949,37.5108731,04/06/20 - 04/12/20,1580444,36474219,0,NON
51,53,-78.66634949,37.5108731,-120.5928999,47.41163922,04/06/20 - 04/12/20,164,3784,0,NON
51,54,-78.66634949,37.5108731,-80.6137069,38.6425671,04/06/20 - 04/12/20,3850,88852,0,NON
51,55,-78.66634949,37.5108731,-89.73293306,44.63994411,04/06/20 - 04/12/20,153,3531,0,NON
51,56,-78.66634949,37.5108731,-107.5513942,42.99953746,04/06/20 - 04/12/20,212,4892,0,NON
51,72,-78.66634949,37.5108731,-66.41466678,18.21569834,04/06/20 - 04/12/20,8,184,0,NON
51,44,-78.66634949,37.5108731,-71.52472356,41.5946389,04/06/20 - 04/12/20,24,553,0,NON
1,51,-86.844521,32.75687994,-78.66634949,37.5108731,04/06/20 - 04/12/20,968,12937,0,NON
2,51,-151.2505488,63.78846948,-78.66634949,37.5108731,04/06/20 - 04/12/20,4,136,0,NON
4,51,-111.6644603,34.29309519,-78.66634949,37.5108731,04/06/20 - 04/12/20,254,5698,0,NON
5,51,-92.43923686,34.89977242,-78.66634949,37.5108731,04/06/20 - 04/12/20,382,5601,0,NON
6,51,-119.6638459,37.21530826,-78.66634949,37.5108731,04/06/20 - 04/12/20,787,24686,0,NON
8,51,-105.5478211,38.9985316,-78.66634949,37.5108731,04/06/20 - 04/12/20,154,3608,0,NON
9,51,-72.73825768,41.57516415,-78.66634949,37.5108731,04/06/20 - 04/12/20,336,9669,0,NON
10,51,-75.45249263,38.99497529,-78.66634949,37.5108731,04/06/20 - 04/12/20,543,12663,0,NON
11,51,-77.0162909,38.90477389,-78.66634949,37.5108731,04/06/20 - 04/12/20,4290,135179,0,NON
12,51,-82.46641839,28.47705841,-78.66634949,37.5108731,04/06/20 - 04/12/20,3817,67940,0,NON
13,51,-83.42714021,32.63861711,-78.66634949,37.5108731,04/06/20 - 04/12/20,2978,50759,0,NON
16,51,-114.659414,44.38905509,-78.66634949,37.5108731,04/06/20 - 04/12/20,28,653,0,NON
17,51,-89.14863899,40.12420083,-78.66634949,37.5108731,04/06/20 - 04/12/20,1114,23056,0,NON
18,51,-86.28183839,39.91986962,-78.66634949,37.5108731,04/06/20 - 04/12/20,744,13887,0,NON
19,51,-93.50009012,42.07464833,-78.66634949,37.5108731,04/06/20 - 04/12/20,152,2472,0,NON
20,51,-98.3801554,38.48472707,-78.66634949,37.5108731,04/06/20 - 04/12/20,250,4190,0,NON
21,51,-85.29055223,37.52661417,-78.66634949,37.5108731,04/06/20 - 04/12/20,1326,25133,0,NON
22,51,-91.81423318,30.9090729,-78.66634949,37.5108731,04/06/20 - 04/12/20,435,7390,0,NON
23,51,-69.20275986,45.27432853,-78.66634949,37.5108731,04/06/20 - 04/12/20,187,6042,0,NON
24,51,-76.68717734,38.94649396,-78.66634949,37.5108731,04/06/20 - 04/12/20,21484,560449,0,NON
25,51,-71.50397204,42.16009327,-78.66634949,37.5108731,04/06/20 - 04/12/20,387,12353,0,NON
26,51,-85.73095291,44.8747736,-78.66634949,37.5108731,04/06/20 - 04/12/20,595,14153,0,NON
27,51,-94.1983056,46.34911038,-78.66634949,37.5108731,04/06/20 - 04/12/20,156,3388,0,NON
28,51,-89.65335941,32.71289227,-78.66634949,37.5108731,04/06/20 - 04/12/20,389,6011,0,NON
29,51,-92.4774252,38.36763044,-78.66634949,37.5108731,04/06/20 - 04/12/20,666,11469,0,NON
30,51,-109.645207,47.03342111,-78.66634949,37.5108731,04/06/20 - 04/12/20,20,562,0,NON
31,51,-99.81085586,41.52715113,-78.66634949,37.5108731,04/06/20 - 04/12/20,96,1559,0,NON
32,51,-116.6552487,39.35618587,-78.66634949,37.5108731,04/06/20 - 04/12/20,83,1946,0,NON
34,51,-74.65561231,40.11017985,-78.66634949,37.5108731,04/06/20 - 04/12/20,1482,37888,0,NON
35,51,-106.1084439,34.42130099,-78.66634949,37.5108731,04/06/20 - 04/12/20,110,3128,0,NON
36,51,-75.59654322,42.92123355,-78.66634949,37.5108731,04/06/20 - 04/12/20,1904,55694,0,NON
37,51,-79.13090892,35.52603039,-78.66634949,37.5108731,04/06/20 - 04/12/20,24232,459107,0,NON
38,51,-100.4693908,47.44631042,-78.66634949,37.5108731,04/06/20 - 04/12/20,36,706,0,NON
39,51,-82.70937701,40.41548691,-78.66634949,37.5108731,04/06/20 - 04/12/20,1684,32130,0,NON
40,51,-97.50822793,35.58346465,-78.66634949,37.5108731,04/06/20 - 04/12/20,284,4219,0,NON
41,51,-120.6052563,43.94045139,-78.66634949,37.5108731,04/06/20 - 04/12/20,82,2130,0,NON
42,51,-77.83893801,40.89670051,-78.66634949,37.5108731,04/06/20 - 04/12/20,3874,96485,0,NON
44,51,-71.52472356,41.5946389,-78.66634949,37.5108731,04/06/20 - 04/12/20,40,1132,0,NON
45,51,-80.86459716,33.87785607,-78.66634949,37.5108731,04/06/20 - 04/12/20,2072,35013,0,NON
46,51,-100.2033536,44.44664208,-78.66634949,37.5108731,04/06/20 - 04/12/20,28,577,0,NON
47,51,-86.34341233,35.84298014,-78.66634949,37.5108731,04/06/20 - 04/12/20,7552,128067,0,NON
48,51,-99.31712097,31.44721219,-78.66634949,37.5108731,04/06/20 - 04/12/20,2437,40716,0,NON
49,51,-111.67825,39.32376871,-78.66634949,37.5108731,04/06/20 - 04/12/20,102,2236,0,NON
50,51,-72.66263037,44.07524823,-78.66634949,37.5108731,04/06/20 - 04/12/20,32,1254,0,NON
51,51,-78.66634949,37.5108731,-78.66634949,37.5108731,04/06/20 - 04/12/20,1580444,36474219,0,NON
53,51,-120.5928999,47.41163922,-78.66634949,37.5108731,04/06/20 - 04/12/20,134,3507,0,NON
54,51,-80.6137069,38.6425671,-78.66634949,37.5108731,04/06/20 - 04/12/20,13321,305378,0,NON
55,51,-89.73293306,44.63994411,-78.66634949,37.5108731,04/06/20 - 04/12/20,270,5981,0,NON
56,51,-107.5513942,42.99953746,-78.66634949,37.5108731,04/06/20 - 04/12/20,26,623,0,NON
72,51,-66.41466678,18.21569834,-78.66634949,37.5108731,04/06/20 - 04/12/20,20,1554,0,NON
15,51,-158.1099738,20.9951112,-78.66634949,37.5108731,04/06/20 - 04/12/20,9,249,0,NON
33,51,-71.57124317,43.68023706,-78.66634949,37.5108731,04/06/20 - 04/12/20,80,2087,0,NON
51,1,-78.66634949,37.5108731,-86.844521,32.75687994,04/13/20 - 04/19/20,537,14137,0,NON
51,4,-78.66634949,37.5108731,-111.6644603,34.29309519,04/13/20 - 04/19/20,393,10346,0,NON
51,5,-78.66634949,37.5108731,-92.43923686,34.89977242,04/13/20 - 04/19/20,330,8687,0,NON
51,6,-78.66634949,37.5108731,-119.6638459,37.21530826,04/13/20 - 04/19/20,692,18217,0,NON
51,8,-78.66634949,37.5108731,-105.5478211,38.9985316,04/13/20 - 04/19/20,234,6160,0,NON
51,9,-78.66634949,37.5108731,-72.73825768,41.57516415,04/13/20 - 04/19/20,293,7713,0,NON
51,10,-78.66634949,37.5108731,-75.45249263,38.99497529,04/13/20 - 04/19/20,537,14137,0,NON
51,11,-78.66634949,37.5108731,-77.0162909,38.90477389,04/13/20 - 04/19/20,8698,228986,0,NON
51,12,-78.66634949,37.5108731,-82.46641839,28.47705841,04/13/20 - 04/19/20,1546,40700,0,NON
51,13,-78.66634949,37.5108731,-83.42714021,32.63861711,04/13/20 - 04/19/20,1624,42753,0,NON
51,15,-78.66634949,37.5108731,-158.1099738,20.9951112,04/13/20 - 04/19/20,21,552,0,NON
51,16,-78.66634949,37.5108731,-114.659414,44.38905509,04/13/20 - 04/19/20,75,1974,0,NON
51,17,-78.66634949,37.5108731,-89.14863899,40.12420083,04/13/20 - 04/19/20,815,21455,0,NON
51,18,-78.66634949,37.5108731,-86.28183839,39.91986962,04/13/20 - 04/19/20,705,18560,0,NON
51,19,-78.66634949,37.5108731,-93.50009012,42.07464833,04/13/20 - 04/19/20,179,4712,0,NON
51,20,-78.66634949,37.5108731,-98.3801554,38.48472707,04/13/20 - 04/19/20,204,5370,0,NON
51,21,-78.66634949,37.5108731,-85.29055223,37.52661417,04/13/20 - 04/19/20,1537,40463,0,NON
51,22,-78.66634949,37.5108731,-91.81423318,30.9090729,04/13/20 - 04/19/20,203,5344,0,NON
51,23,-78.66634949,37.5108731,-69.20275986,45.27432853,04/13/20 - 04/19/20,50,1316,0,NON
51,24,-78.66634949,37.5108731,-76.68717734,38.94649396,04/13/20 - 04/19/20,13215,347902,0,NON
51,25,-78.66634949,37.5108731,-71.50397204,42.16009327,04/13/20 - 04/19/20,344,9056,0,NON
51,26,-78.66634949,37.5108731,-85.73095291,44.8747736,04/13/20 - 04/19/20,246,6476,0,NON
51,27,-78.66634949,37.5108731,-94.1983056,46.34911038,04/13/20 - 04/19/20,109,2869,0,NON
51,28,-78.66634949,37.5108731,-89.65335941,32.71289227,04/13/20 - 04/19/20,232,6107,0,NON
51,29,-78.66634949,37.5108731,-92.4774252,38.36763044,04/13/20 - 04/19/20,563,14821,0,NON
51,30,-78.66634949,37.5108731,-109.645207,47.03342111,04/13/20 - 04/19/20,20,526,0,NON
51,31,-78.66634949,37.5108731,-99.81085586,41.52715113,04/13/20 - 04/19/20,91,2395,0,NON
51,32,-78.66634949,37.5108731,-116.6552487,39.35618587,04/13/20 - 04/19/20,163,4291,0,NON
51,33,-78.66634949,37.5108731,-71.57124317,43.68023706,04/13/20 - 04/19/20,120,3159,0,NON
51,34,-78.66634949,37.5108731,-74.65561231,40.11017985,04/13/20 - 04/19/20,897,23614,0,NON
51,35,-78.66634949,37.5108731,-106.1084439,34.42130099,04/13/20 - 04/19/20,213,5607,0,NON
51,36,-78.66634949,37.5108731,-75.59654322,42.92123355,04/13/20 - 04/19/20,959,25246,0,NON
51,37,-78.66634949,37.5108731,-79.13090892,35.52603039,04/13/20 - 04/19/20,14679,386444,0,NON
51,38,-78.66634949,37.5108731,-100.4693908,47.44631042,04/13/20 - 04/19/20,33,868,0,NON
51,39,-78.66634949,37.5108731,-82.70937701,40.41548691,04/13/20 - 04/19/20,1288,33908,0,NON
51,40,-78.66634949,37.5108731,-97.50822793,35.58346465,04/13/20 - 04/19/20,304,8003,0,NON
51,41,-78.66634949,37.5108731,-120.6052563,43.94045139,04/13/20 - 04/19/20,100,2632,0,NON
51,42,-78.66634949,37.5108731,-77.83893801,40.89670051,04/13/20 - 04/19/20,2750,72397,0,NON
51,44,-78.66634949,37.5108731,-71.52472356,41.5946389,04/13/20 - 04/19/20,16,421,0,NON
51,45,-78.66634949,37.5108731,-80.86459716,33.87785607,04/13/20 - 04/19/20,1693,44570,0,NON
51,46,-78.66634949,37.5108731,-100.2033536,44.44664208,04/13/20 - 04/19/20,25,658,0,NON
51,47,-78.66634949,37.5108731,-86.34341233,35.84298014,04/13/20 - 04/19/20,8856,233145,0,NON
51,48,-78.66634949,37.5108731,-99.31712097,31.44721219,04/13/20 - 04/19/20,1256,33065,0,NON
51,49,-78.66634949,37.5108731,-111.67825,39.32376871,04/13/20 - 04/19/20,158,4159,0,NON
51,50,-78.66634949,37.5108731,-72.66263037,44.07524823,04/13/20 - 04/19/20,12,315,0,NON
51,51,-78.66634949,37.5108731,-78.66634949,37.5108731,04/13/20 - 04/19/20,1602258,42181573,0,NON
51,53,-78.66634949,37.5108731,-120.5928999,47.41163922,04/13/20 - 04/19/20,137,3606,0,NON
